frame,t,view,shoulder,hip,knee,foot_pitch,ankle
648,21.600655339805826,RIGHT,31.006400784762796,10.264418171059361,22.819693655724052,30.963755605616523,-12.009523260992054
649,21.63398968446602,RIGHT,30.774036101252545,7.024143601879359,22.68283493586847,21.037511025421818,-0.61517800069835
650,21.667324029126213,RIGHT,32.89458837371336,5.339236803752954,19.374139768662133,15.843082117687011,3.531057650970382
651,21.700658373786407,RIGHT,33.02268007213865,10.1823121181219,21.102498653075997,11.712472709636659,7.099415980869978
652,21.7339927184466,RIGHT,31.289852334271927,9.797241184175249,21.20858165010094,10.840305831800855,8.165677735010604
653,21.767327063106794,RIGHT,27.95003012432154,11.92296645280419,19.87186121878696,8.285797324572833,8.859753000458724
654,21.80066140776699,RIGHT,27.89985693064465,11.219671387200947,18.098841339807848,8.997143421065061,6.308995553024573
655,21.833995752427185,RIGHT,25.407948662176942,7.932758157286997,11.309932253295187,6.546290913298146,4.763641339988865
656,21.86733009708738,RIGHT,27.146713856707805,10.141765738154504,10.968987776089563,4.692862601246934,5.106985870859319
657,21.900664441747573,RIGHT,24.350693507923157,8.673174047888239,9.050721677192286,3.0355691250555665,6.01515255212793
658,21.933998786407766,RIGHT,21.263363922298804,10.246049112316001,8.173806920502699,1.7899106838109047,5.838238666316087
659,21.96733313106796,RIGHT,20.95773062420389,8.850059274486483,6.653078157183842,3.521453376922238,3.6670837658142688
660,22.000667475728154,RIGHT,18.555698442924278,9.651982253396028,8.468868035534484,3.494638927253337,4.4125237757049405
661,22.03400182038835,RIGHT,21.107689462765514,9.235558905794989,7.9801135825550205,3.9603119119570644,4.019801670587796
662,22.067336165048545,RIGHT,17.945583135615237,10.857724795958518,9.216436786532057,3.990913178982034,4.06819056284111
663,22.10067050970874,RIGHT,17.818888607306796,8.195258110270686,8.195258110271595,8.240712004231268,0.5054500734206044
664,22.134004854368932,RIGHT,18.287355392387443,8.77448100895424,7.462014332031856,6.874818171403882,1.1226551349619456
665,22.167339199029126,RIGHT,17.714466134409637,6.630441302973935,5.081490399939895,6.254032873366377,0.512141809326252
666,22.20067354368932,RIGHT,14.939152533778557,5.991483443983498,3.601645907129466,1.6723943610892666,4.197206081925302
667,22.234007888349513,RIGHT,15.292318433771218,5.460683855250409,3.354568845430464,3.3664607311020096,2.590670264443631
668,22.267342233009707,RIGHT,14.598372188169682,5.489571245521802,2.941085644494251,5.381547271659428,-0.27938222755609843
669,22.300676577669904,RIGHT,12.795390070409201,7.013007999130309,2.9915431815575744,4.114908933803044,0.43885922718610004
670,22.334010922330098,RIGHT,14.551737452917886,4.520432256671143,2.5622113971613487,1.7760442533587346,3.0319097096716376
671,22.36734526699029,RIGHT,13.44073776448781,7.116715689660964,4.152870679865856,1.7623909560226834,2.9577461554675892
672,22.400679611650485,RIGHT,14.686757655068735,5.622952198107299,3.9088288844756107,4.144623904205989,0.8251166286310934
673,22.43401395631068,RIGHT,12.485947200964855,7.551961026641152,5.999302035121133,5.2738957496416035,0.189947278696863
674,22.467348300970873,RIGHT,14.521037579603599,6.975249338175445,5.553623942178348,3.87125623198563,1.1418575230501347
675,22.500682645631066,RIGHT,13.175256654422514,5.6246278239459855,5.057248336761887,3.494639062929485,1.5626092738195183
676,22.534016990291263,RIGHT,13.492902197450793,4.590543185618145,5.659481840174379,4.053554231831407,1.6059276083310152
677,22.567351334951457,RIGHT,14.135086002737996,3.7644038346420814,5.124022854610786,4.053554231831407,1.6059276083310152
678,22.60068567961165,RIGHT,14.913495446007731,1.8848763353346385,3.6052429053810044,3.0127875041833403,2.2290324427961394
679,22.634020024271845,RIGHT,15.77194861058437,0.037628574233309564,1.9767885962159824,2.7048758828059003,1.9725421535412693
680,22.66735436893204,RIGHT,15.990613169882383,1.5920515691153412,1.3755521319160664,4.021990331765519,0.6554273473619219
681,22.700688713592232,RIGHT,17.132996754160242,3.096752799490446,0.6557170840809192,3.8712560853019835,-0.12826764776312416
682,22.734023058252426,RIGHT,17.950032627215638,3.1698086853733116,0.35421976794611965,2.838787946688166,1.5599172449271208
683,22.767357402912623,RIGHT,18.03428556713635,4.214178522747659,0.27042748706568887,3.2572219406669563,1.227384068877626
684,22.800691747572817,RIGHT,17.76836133682111,5.520872706684429,0.046002223238701845,2.4263358316023576,2.193587650057964
685,22.83402609223301,RIGHT,17.739854203371905,5.452100240391815,0.5525027760820649,1.8933859166743041,2.547855106930257
686,22.867360436893204,RIGHT,16.92751306415402,5.042451069182164,1.1545415083986938,0.9548412538721887,2.933068306960763
687,22.900694781553398,RIGHT,17.650124841643414,4.528824406318449,0.0875830515456073,0.9548412180196609,3.4864001375370464
688,22.93402912621359,RIGHT,14.566044030238913,1.9672315159304503,2.0366872277113828,1.4202655463990457,3.4788269073885942
689,22.967363470873785,RIGHT,12.661409160212365,0.827763413533745,2.99183086181381,2.2724496441246362,2.9219794653705975
690,23.00069781553398,RIGHT,12.98656185576615,2.971577528532322,1.5601135648347508,-0.48554584844144766,5.479289645631212
691,23.034032160194176,RIGHT,11.549488054823177,1.3579862048295013,2.1915183778411063,0.0,4.5288242369323655
692,23.06736650485437,RIGHT,10.393454151463407,1.4592762357793845,1.4417300963722823,-0.9963478965049255,5.272189009133655
693,23.100700849514563,RIGHT,10.148857437071944,0.863690044670534,1.9511068650107006,0.47350805873492635,4.203909800146661
694,23.134035194174757,RIGHT,9.465471032157142,1.9916259601165507,0.9495668931314469,0.47745375872989837,3.838573928462992
695,23.16736953883495,RIGHT,9.51947618483286,3.0376723281449642,0.8377340198855734,2.7702156877898645,1.9934261905037687
696,23.200703883495144,RIGHT,7.503801311573878,3.3123886244154903,0.8992201517977207,4.6106493186606095,0.06676854022113332
697,23.234038228155338,RIGHT,5.599339336542846,3.850638823926687,0.9573151391950603,5.110417561031226,-0.30246359800074174
698,23.267372572815535,RIGHT,5.12521503081739,4.857062003915672,0.3214315887861403,5.110417360516134,-0.39028024412608886
699,23.30070691747573,RIGHT,3.1999903657732713,5.808472674859161,0.6232513170074583,5.152081904309371,-0.876240959693007
700,23.334041262135923,RIGHT,2.100695842854296,5.247583910735216,0.9257923910267891,5.527540369262207,-0.2857206287698091
701,23.367375606796116,RIGHT,3.7232237099725918,6.725154654559049,0.7037733769332704,4.9893625696422035,-0.35389914273955014
702,23.40070995145631,RIGHT,3.317500694474376,5.739510674893381,0.3864749524587694,4.085616698939227,1.1088123116083608
703,23.434044296116504,RIGHT,2.1250460221218295,5.372797787521705,0.897995614383035,5.152081702206227,0.18715510153134574
704,23.467378640776698,RIGHT,3.332895605316739,5.303926656038556,1.6236245804036002,4.253836273060732,1.7267634801284544
705,23.50071298543689,RIGHT,1.4688007691812324,6.61156551755883,0.5678286005180553,3.4533161221801927,2.2572772266760808
706,23.53404733009709,RIGHT,1.7958695047629918,4.41982443903467,1.7285130558645392,2.3662480790164,3.288172535507428
707,23.567381674757282,RIGHT,1.023030151981194,6.217458873640652,0.0527099933160855,3.4238713678823753,1.8232673459134503
708,23.600716019417476,RIGHT,3.6348068941028053,6.85858672113028,1.2064185479512446,2.96093613416375,1.6589873474965913
709,23.63405036407767,RIGHT,3.2519454868853424,5.88145944483702,0.5921833318673748,2.602562293342478,2.161079231645587
710,23.667384708737863,RIGHT,4.184915979400021,5.142764379107348,0.21306047795579275,4.159642438592108,1.1961824181522758
711,23.700719053398057,RIGHT,1.9993626621875042,5.979135764779784,0.5473547330261113,3.6411851341914185,1.2233294684924374
712,23.73405339805825,RIGHT,4.51398845803232,5.314545669956317,1.3693594409571688,5.885987833028267,-1.9408016039906357
713,23.767387742718448,RIGHT,0.9228052382179595,4.123221723681809,0.05578944761924731,6.009005957494525,-1.2453642667683056
714,23.80072208737864,RIGHT,2.1169423355144645,6.049838607690731,0.6195659530242779,4.969740728110304,-0.14897465001764942
715,23.834056432038835,RIGHT,1.4688007144730542,5.505477857989206,0.5662623159750808,5.527540151656172,-0.5883246095299484
716,23.86739077669903,RIGHT,0.6095065768857962,6.049838607690589,1.158114918098363e-05,4.351077951573885,1.0892540794315835
717,23.900725121359223,RIGHT,2.6630006859457587,5.505477693037278,0.6262040565125915,6.1372561328675515,-1.2579824962442814
718,23.934059466019416,RIGHT,2.8624052261563624,5.440332031016538,0.5610582481179733,4.214178522734044,0.6650952602726505
719,23.96739381067961,RIGHT,2.792702449517354,5.505478022358062,0.6847118002194748,4.7147543777118655,0.10601184451444112
720,24.000728155339807,RIGHT,2.7927023657573464,4.82076607810518,1.442724536288921,5.4118691523170295,0.8516214620174765
721,24.0340625,RIGHT,2.7927022824328778,4.820765934720015,1.294737450257287,4.864514582434692,1.2509888024790854
722,24.067396844660195,RIGHT,2.792702365757869,4.820766078105322,1.367849885197785,4.864514437760526,1.3241015254810264
723,24.10073118932039,RIGHT,3.562160437946024,4.8827221707842625,0.6262040750771689,4.714754518704946,0.16451926430177366
724,24.134065533980582,RIGHT,2.8624052261557256,5.505477857989348,0.0667199469913271,4.170436524842112,1.4017612791216294
725,24.167399878640776,RIGHT,2.8624053964196885,5.44033235321487,0.13186578116994951,4.916565714509714,0.6556324193643235
726,24.20073422330097,RIGHT,1.9734341674300087,6.25005619495505,0.20021740737206528,3.6138806440461075,1.8264515489326811
727,24.234068567961163,RIGHT,2.792702365758522,4.763641690738922,0.6766903403771494,5.024075258539548,0.4162567724659425
728,24.26740291262136,RIGHT,1.3971810273845473,5.505477857989263,1.167517899602899e-05,4.763641690726178,0.7418361672521456
729,24.300737257281554,RIGHT,3.3358175706175692,6.114984434663484,1.167517899602899e-05,4.969740728110304,0.5357371298680249
730,24.334071601941748,RIGHT,1.9670187260444847,5.482364977398333,1.3093421802877288,4.91656600601002,1.2720499572315305
731,24.36740594660194,RIGHT,2.000272221738742,5.482364977398447,1.236229783334494,4.763641690726178,1.3518618755591802
732,24.400740291262135,RIGHT,2.0783072911232257,5.488780359692868,0.6262040750818301,4.813550893706532,0.6919269642717865
733,24.43407463592233,RIGHT,2.04160282269674,5.430272818504108,0.7514317483403659,5.024075107202399,0.548122864410928
734,24.467408980582523,RIGHT,2.9356734464656884,4.820766078105237,0.5559393500788303,4.763641690726178,0.6130637373245378
735,24.50074332524272,RIGHT,2.9356735352922434,4.8207662235374755,1.2947375267732752,4.398705222190873,1.7167985280551505
736,24.534077669902913,RIGHT,2.935673446464198,5.640549432167489,0.13507157469155118,4.91656600601002,0.588911851968291
737,24.567412014563107,RIGHT,4.5139885936257915,4.939215690385964,0.5662623327709468,3.6522226704404632,1.8532553525822948
738,24.6007463592233,RIGHT,4.5139884580302185,5.710593137510358,0.9469514468467537,5.4118691523170295,-0.6482274615908352
739,24.634080703883495,RIGHT,5.856013763952246,4.7636418362857285,1.2106816323178293,3.7722834939242684,2.202039974611239
740,24.66741504854369,RIGHT,3.4530624407949433,6.096135072634922,1.1891690832044333e-05,3.772283609379837,1.733194248598437
741,24.700749393203882,RIGHT,5.856013585450914,6.188615963251323,1.4249742725645547,6.203447901691836,-1.4398062109655996
742,24.734083737864076,RIGHT,4.763641690752723,6.622817727857978,1.390740575022818,5.300926516525688,-0.6475749292572743
743,24.767418082524273,RIGHT,4.885962930044455,6.0371416671533495,0.7324798089300941,6.271077257920539,-1.5632248692205764
744,24.800752427184467,RIGHT,1.1573330682434964,6.996825379655633,0.585689560373055,5.290081205371269,-0.03627845410900932
745,24.83408677184466,RIGHT,3.4592146773809724,5.733187943667701,1.1549635786423096e-05,5.710593137499642,-0.5742146450718906
746,24.867421116504854,RIGHT,1.1457628382988927,6.9852551497013735,0.06516640991816303,5.9245819819824925,-0.15025607931922025
747,24.900755461165048,RIGHT,0.9344970921236126,4.506669310457397,1.1768457540028976e-05,4.236394659514126,0.8432133675529911
748,24.93408980582524,RIGHT,3.4241105587190535,6.272298470075924,0.6865178790610003,6.34019174590991,-1.3161164873703228
749,24.967424150485435,RIGHT,3.0104094021336554,6.406844431044362,1.1549635786423096e-05,3.012787398593354,2.8732006396524525
750,25.000758495145632,RIGHT,2.4366482468613118,5.355825042866456,0.05489852757114022,2.935673446421173,2.36525307010443
751,25.034092839805826,RIGHT,4.085616638482599,5.300926333337571,0.11094263260832804,4.159642437785689,1.2522265275427742
752,25.06742718446602,RIGHT,1.4320961369228769,5.774325713017674,0.6379473896332968,4.236394938638646,0.899983384846962
753,25.100761529126213,RIGHT,0.5456575936556309,5.682036085854207,1.134698957135555,4.159642293712642,2.1114351557884277
754,25.134095873786407,RIGHT,1.756920133427423,5.812482383122898,0.585061316618976,2.489552921999156,3.39643491102899
755,25.1674302184466,RIGHT,0.7292000622758659,3.8349138533563405,1.7861780582208553,5.659481646468629,0.47777451259793224
756,25.200764563106794,RIGHT,1.7523933277576484,5.7014579686600655,0.5161642298962761,2.88641854386461,2.824174593634922
757,25.23409890776699,RIGHT,1.569643750643458e-05,4.447384701164452,1.6250715034436212,4.275841255867414,1.796614948684379
758,25.267433252427185,RIGHT,0.875843957238347,3.3442415153195952,1.8738321603188979,5.440332031005506,0.3339938716577535
759,25.30076759708738,RIGHT,1.0913477252068806,2.199139066085337,1.9389985071744889,6.340191949957722,-0.5006998266075442
760,25.334101941747573,RIGHT,0.32008482417725853,3.371770580905803,0.11230323450436686,4.945966547104157,0.19041194532356087
761,25.367436286407766,RIGHT,4.529618918990928,0.34594302191740667,2.8612117215392345,6.745579647482819,-0.5569636842411967
762,25.40077063106796,RIGHT,9.504791044523396,0.885544967434214,3.862662208324622,3.503531644784458,3.0534148533788112
763,25.434104975728154,RIGHT,11.263236657547306,0.9248739491757192,3.195356028505614,3.333850661536574,3.076989358695755
764,25.467439320388348,RIGHT,15.391212935271922,0.8410402858256703,4.022727221902301,3.925907703683982,2.118184458557053
765,25.500773665048545,RIGHT,21.155616580418815,1.6383975041258907,3.836110460748557,2.7791668640720806,3.126974249698307
766,25.53410800970874,RIGHT,23.323350490281822,3.7549597632574034,5.559702368041371,4.484605863260952,1.7188422400261913
767,25.567442354368932,RIGHT,27.638399927478233,2.643573463694338,5.649914548056955,3.3664606634298013,2.9737310824800005
768,25.600776699029126,RIGHT,30.92202618292863,4.35697500585988,7.5946433686005435,3.503531644784458,4.091111723806833
769,25.63411104368932,RIGHT,36.7495019138757,5.219967949353304,8.963344940027838,3.150716413267741,5.146428556568949
770,25.667445388349513,RIGHT,55.27340633725775,8.945493149907833,11.635627762915135,3.708428034155645,5.264198874259193
771,25.700779733009707,RIGHT,82.37247931256542,12.037202320371023,15.166486595070467,4.398705354995532,5.573352332335375
772,25.734114077669904,RIGHT,101.79628202442358,16.629150997792465,19.695216231828965,2.245742494035562,9.522546804421168
773,25.767448422330098,RIGHT,111.55550624027798,17.65116700986266,22.967807388184156,7.352379143117478,6.525151057786331
774,25.80078276699029,RIGHT,125.29789709818105,27.12188467411633,32.901819622550846,5.440332031005506,12.085236342716968
775,25.834117111650485,RIGHT,132.53060357628183,31.61967784329218,36.9188090240047,5.492324729585583,12.759570569086037
776,25.86745145631068,RIGHT,144.1396155615964,37.19359808447041,42.221038341309736,6.4043529269397546,13.878205573678429
777,25.900785800970873,RIGHT,148.77769026126106,46.40862873533953,51.30362775629047,9.462322208025617,12.786701449186339
778,25.934120145631066,RIGHT,149.1670555226284,52.750036422920104,60.08441522433664,10.864059922087723,14.90526770225054
779,25.967454490291264,RIGHT,151.25247646659372,57.7025672546075,66.73805890445928,11.633633639157393,16.667122887237227
780,26.000788834951457,RIGHT,154.92018180701362,63.05767462965659,71.97804510771451,14.966719564004862,14.63773118199964
781,26.03412317961165,RIGHT,154.37158167164213,65.32276189978475,75.40750119362987,15.7807541747585,15.18300089871697
782,26.067457524271845,RIGHT,156.0774941169836,69.31719441308924,80.48967446028593,14.574216198038739,17.675757966144403
783,26.10079186893204,RIGHT,160.01689347809616,74.10716901966293,87.20825514923558,15.642246457208728,19.260249158715425
784,26.134126213592232,RIGHT,163.03541053992865,76.59338748677959,89.86565079525302,20.492595358028677,15.24287980655508
785,26.167460558252426,RIGHT,166.19091434393624,79.88293207520158,95.74325859366135,21.61477894278625,17.126184752090992
786,26.20079490291262,RIGHT,168.03702840993165,84.21695265912143,100.90880812663305,19.687116198125864,20.579445471298058
787,26.234129247572817,RIGHT,168.65008462543457,86.4749914390131,103.40323146122661,23.65799771572467,17.674213261405413
788,26.26746359223301,RIGHT,167.51327017640006,89.92836609088907,107.92155784233499,22.432991605354854,19.3273071362284
789,26.300797936893204,RIGHT,169.39661749244917,92.58618528289104,109.45235024094728,24.403972443336688,17.39648685071721
790,26.334132281553398,RIGHT,167.20654833100951,94.1516106294316,112.25537390415573,25.72561184826922,17.153292768929532
791,26.36746662621359,RIGHT,167.81762572471158,96.81368197792835,116.93952806380034,25.074419341815677,19.925580658183762
792,26.400800970873785,RIGHT,167.5759872044718,97.60092970651509,118.13797730247848,24.179107146689176,21.200329554729166
793,26.43413531553398,RIGHT,168.34647252937745,101.65034347195567,122.43251377770011,26.987890581748488,20.159694846549428
794,26.467469660194176,RIGHT,167.4529833358311,104.19437039879857,125.98437493644893,28.926425835253614,18.47378862560251
795,26.50080400485437,RIGHT,167.4029368351068,104.81744986471678,126.94050401197644,28.072487837141335,19.871557433270212
796,26.534138349514564,RIGHT,167.81626672579426,107.02658957365658,130.50199665163788,30.129041730758487,18.956576090495346
797,26.567472694174757,RIGHT,166.88545501166286,110.44784183713985,132.69625817278393,30.027124233213083,19.53282585419818
798,26.60080703883495,RIGHT,166.19385882716554,110.64016757803749,134.9885190304076,31.469506897677114,19.078959396040418
799,26.634141383495145,RIGHT,165.48821428612862,112.76584353776767,136.2744202985831,28.97413255155024,21.279670199711404
800,26.66747572815534,RIGHT,165.50413801043783,112.4796835095726,136.42412745394498,29.908426411844353,20.224129063403552
801,26.700810072815532,RIGHT,168.2298879582921,114.39502097270076,138.20233533476727,30.403424474505826,19.79100443322841
802,26.73414441747573,RIGHT,164.67464255194122,115.6972449413109,139.30605541913334,31.63306984062086,19.04782038792355
803,26.767478762135923,RIGHT,163.71946343653775,117.40757446500771,140.74060547249107,30.963757582318028,19.776847890173627
804,26.800813106796117,RIGHT,163.0345672514958,118.11128429063328,141.34909141146784,32.005384330705375,18.4485333315329
805,26.83414745145631,RIGHT,162.37198074687547,119.59163572314368,142.10241454915803,30.709675467317346,19.173083480240564
806,26.867481796116504,RIGHT,162.02317083132547,120.90032272004373,142.79920701793804,30.335539631422293,19.404969675539363
807,26.900816140776698,RIGHT,162.5307865299936,120.88657381286207,142.98583366800906,32.7576676258733,18.09125528461712
808,26.93415048543689,RIGHT,162.62553282422135,121.4133564336254,143.2019021155218,31.152021807453146,19.447318164319313
809,26.96748483009709,RIGHT,163.03506716878962,124.2470712223108,143.90089535823444,29.744880767419154,19.653825194969954
810,27.000819174757282,RIGHT,160.95393126701427,123.98806088092654,143.808127264906,28.794001311005726,20.250484263174755
811,27.034153519417476,RIGHT,160.69142541286303,124.15969454566887,143.501271234135,28.401895607138957,20.335733936270543
812,27.06748786407767,RIGHT,162.529156598691,125.93093543525794,143.41497150953717,27.707551630786515,19.908201997958827
813,27.100822208737863,RIGHT,161.00248812365876,126.01899238512942,143.42788430795346,30.086505589090304,16.741461464497903
814,27.134156553398057,RIGHT,161.90661049721595,125.50016608872136,143.02431463453104,27.20699485207047,20.106726396844124
815,27.16749089805825,RIGHT,163.39255573761778,126.30680000429635,143.5316747092175,27.043834847373265,21.027627269696524
816,27.200825242718448,RIGHT,163.75750904524287,126.91382863191997,143.30054799183785,27.8070415315011,19.658717463496103
817,27.23415958737864,RIGHT,164.3291894847052,127.09691999062252,143.28234941703005,27.660738511959522,19.828814410039058
818,27.267493932038835,RIGHT,163.12421291974505,127.00968694279729,143.88547402304806,28.749661966209608,18.976649027696112
819,27.30082827669903,RIGHT,164.42328912635992,127.79440481027507,144.15085456176803,28.134405981826976,19.355146940171622
820,27.334162621359223,RIGHT,165.0480094316982,127.62214460498393,143.57922117574682,27.897270003974615,19.440037092782788
821,27.367496966019417,RIGHT,162.79618740684583,127.29270887559235,143.18040497659598,26.906094439096687,19.883814953365615
822,27.40083131067961,RIGHT,165.32270720674035,129.04884298304268,142.88834944488661,29.10473162741869,17.443426071558747
823,27.434165655339804,RIGHT,161.91404703214207,128.40553362331647,144.19672966003682,27.486619080676483,18.870847426952693
824,27.4675,RIGHT,163.47581842474074,130.3420996855502,144.0083050706345,27.91691204706749,17.379955835510316
825,27.500834344660195,RIGHT,164.3060765028558,129.61092369467747,142.17857362272068,27.688353117465933,18.085867987308262
826,27.53416868932039,RIGHT,162.692459912485,130.05054481782958,142.84801455706423,27.923588914897035,18.214589058836125
827,27.567503033980582,RIGHT,164.17422373185477,129.8014707019176,143.23431083293968,26.89151932206945,18.399319700280586
828,27.600837378640776,RIGHT,161.5951276989907,131.15600089324323,142.81529354676562,28.101351305961774,16.898648694037703
829,27.63417172330097,RIGHT,163.86930144788295,131.902847715265,142.81764314677716,27.512002623851455,17.09286033364053
830,27.667506067961163,RIGHT,163.60034913914333,131.96462437473525,142.39141415880738,27.26947272763648,17.329863109146658
831,27.70084041262136,RIGHT,163.79423115567542,131.3230395312935,142.35588286641706,27.73418972976095,16.49159104598627
832,27.734174757281554,RIGHT,160.99054575100035,131.70575897261205,145.25179202017654,25.506938088849004,19.224069617453978
833,27.767509101941748,RIGHT,162.4064378899745,131.47768215940505,145.11063680156184,26.5650517264843,18.696570332480675
834,27.80084344660194,RIGHT,161.81290324187074,131.51592541403207,145.30326249025177,26.861918954994554,18.65893604212728
835,27.834177791262135,RIGHT,161.22487679212426,131.54519339218496,144.91652521550083,26.415063660036743,18.584934969630353
836,27.86751213592233,RIGHT,164.49152195236894,133.94781094291653,145.9627740903266,27.01857030303596,17.71243740326706
837,27.900846480582523,RIGHT,161.7941497651397,133.73044453929583,146.20688683410634,25.942295489871672,18.227389023869804
838,27.934180825242716,RIGHT,158.42971338255927,133.12270594828934,143.04385736104257,24.51964268819076,19.412857628068465
839,27.967515169902914,RIGHT,162.6383354171816,133.92473623972887,142.22118837806377,27.050597007086125,16.38004818816438
840,28.000849514563107,RIGHT,162.29596849924343,134.4543418371822,142.48738757403987,27.734191267379565,15.290873798491134
841,28.0341838592233,RIGHT,164.17636410600375,133.59879990848998,142.5627514786081,28.162527374323613,15.309947183462981
842,28.067518203883495,RIGHT,158.95685124524593,132.33195111851325,145.15718253044042,25.758121224717023,18.674613000543175
843,28.10085254854369,RIGHT,163.76061907787906,134.91672198840544,145.94065472773693,26.415061496798195,17.514115391888197
844,28.134186893203882,RIGHT,163.12521335114835,134.19570939654034,146.05620873997358,26.869813635570846,17.338128592820865
845,28.167521237864076,RIGHT,161.6757471656734,132.8024543923719,145.48268533676517,27.181109968007473,17.298035032243376
846,28.200855582524273,RIGHT,163.2028197583338,132.82486709544617,145.47742359600355,26.56505117707799,18.434948822921484
847,28.234189927184467,RIGHT,161.86502646691238,132.93859980818775,145.78907525738907,26.71662805913674,17.762514197761647
848,28.26752427184466,RIGHT,161.82349666418406,132.52571845264606,146.00354128035775,26.865813108658237,18.134187576810817
849,28.300858616504854,RIGHT,161.99456170162787,132.6227302211105,146.19111074787384,26.869813087499065,18.391809658195214
850,28.334192961165048,RIGHT,162.69134172348902,132.82721818005047,145.85641291872312,26.565051722229718,18.434947596330105
851,28.36752730582524,RIGHT,162.98838397259345,133.07754244379967,145.47790709839478,28.072485802516976,16.401880955520667
852,28.400861650485435,RIGHT,164.5053056780982,133.65737561791047,146.04830930711972,27.474432186638936,17.263944383190818
853,28.434195995145632,RIGHT,162.5430512501295,132.55815603228774,146.19111074787384,26.56505117707799,18.696571568616264
854,28.467530339805826,RIGHT,162.06132898823853,132.83210972077816,146.30993247401886,25.811202844007223,19.188797155992233
855,28.50086468446602,RIGHT,161.86502633937843,132.63220888185685,146.26516359744292,26.865813661321482,18.395809084372786
856,28.534199029126214,RIGHT,162.4540556876843,132.2109423815474,145.9982795306004,26.10791424177628,19.412941447844034
857,28.567533373786407,RIGHT,163.08713434401247,132.861796556145,146.1156684995623,26.714648172680498,18.544606978820354
858,28.6008677184466,RIGHT,162.40020734257243,132.72840154316782,146.1911116073436,27.309109263496058,17.95251485151961
859,28.634202063106795,RIGHT,161.62963030520623,132.38953784485545,146.1887427231569,27.450998332151613,17.808256133432437
860,28.66753640776699,RIGHT,161.69640863899525,132.7699819770355,146.05067647691038,26.27047502023671,18.470268454114674
861,28.700870752427186,RIGHT,162.64540769659763,132.65432137325925,145.28881026663942,26.415062568090534,18.325682280407563
862,28.73420509708738,RIGHT,162.77499342117994,131.85893672325727,145.42731717731843,25.958769801885452,19.302852257382796
863,28.767539441747573,RIGHT,161.76136981278805,132.38953748909148,146.18874229213577,27.012666458818824,18.246587320055497
864,28.800873786407767,RIGHT,160.2776083711289,131.4563565469088,146.33289002113264,26.11391263029071,19.670911972700623
865,28.83420813106796,RIGHT,161.26562141795915,132.07970475102783,146.1452890095699,26.865814765352038,18.659818472003735
866,28.867542475728154,RIGHT,162.06134491003692,132.8464786498305,146.64805112246185,27.012665902053225,18.248956158966067
867,28.900876820388348,RIGHT,161.69640857304307,132.0081152522825,146.0689213536623,26.415063114738526,19.105792573863127
868,28.934211165048545,RIGHT,161.1923530699814,132.0797054741834,146.14528988261137,26.11391263029071,19.411721976166348
869,28.96754550970874,RIGHT,160.907079164989,132.69181658205272,145.96527630796464,27.181111085477223,17.55239883846386
870,29.000879854368932,RIGHT,161.3368846608976,132.92400321372085,146.72798699695028,27.172941146916724,18.091092834341865
871,29.034214199029126,RIGHT,161.56903739332117,133.1677470849529,147.0299124983521,27.01856919714807,18.24305491479865
872,29.06754854368932,RIGHT,161.40622414796135,132.38953820020868,145.92948800217903,26.56505117707799,18.434948822921484
873,29.100882888349513,RIGHT,159.32519412856962,132.34751580450896,147.02991167771404,26.7166269597463,18.544995785947975
874,29.134217233009707,RIGHT,162.46064603286266,132.65532617235596,146.1180360937557,26.56505117707799,18.69657156861625
875,29.167551577669904,RIGHT,162.1002323069915,132.80245367604317,146.00354085174814,26.56505117707799,18.43494882292147
876,29.200885922330098,RIGHT,162.29040110811596,132.4850820931444,146.64123881171773,26.56505008359739,19.219775885731792
877,29.23422026699029,RIGHT,162.24271385056056,132.378589877996,146.3725767118634,26.716628063934454,18.79953479125409
878,29.267554611650485,RIGHT,163.10836654490467,133.4501750273564,146.26516445230425,27.318898395135363,17.94272571776129
879,29.30088895631068,RIGHT,162.93345171916852,133.26286549591546,146.463952600712,27.172941699302758,17.82705762087933
880,29.334223300970873,RIGHT,162.10023230699161,133.42108078786322,146.0916666468944,26.72074584687576,17.748752836449924
881,29.367557645631067,RIGHT,162.05474664231284,133.55799087031926,146.66528900404415,26.865812567226158,17.870154808465742
882,29.40089199029126,RIGHT,162.05474689862427,133.47693359927638,146.8482654234166,27.018571405941746,17.981427231432704
883,29.434226334951457,RIGHT,163.54876410021765,133.391811654508,146.64805112299555,26.113913170828056,19.147708891061967
884,29.46756067961165,RIGHT,163.41156703285554,133.7870883216526,146.61148642388713,26.56505117707799,18.434948822921484
885,29.500895024271845,RIGHT,162.64597522523783,133.60914246359616,146.89216239166683,26.565050077651435,18.178021272072485
886,29.53422936893204,RIGHT,162.13053146070988,132.66269414087546,146.8307888485208,26.25865955480728,19.262196819694125
887,29.567563713592232,RIGHT,161.8467080074273,132.49490644804104,146.8307880082791,27.02463424022055,18.496220768747023
888,29.600898058252426,RIGHT,162.5496813060044,132.9086060431671,146.6480515421026,26.25865955480728,19.002963190886973
889,29.63423240291262,RIGHT,162.70525561667336,133.19747148253552,146.727986167274,26.720746938705865,18.543285683343186
890,29.667566747572817,RIGHT,161.65408101634807,132.73919114560303,146.9120642364368,27.339270232050392,18.186365734549014
891,29.70090109223301,RIGHT,161.31158522873784,132.46165489450493,146.38642795612736,26.26270267311412,18.737295955941534
