frame,t,view,shoulder,hip,knee,foot_pitch,ankle
132,4.4001334951456315,FRONT,,,,,
133,4.433467839805825,FRONT,,,,,
134,4.46680218446602,FRONT,,,,,
135,4.500136529126213,FRONT,,,,,
136,4.533470873786408,FRONT,,,,,
137,4.566805218446602,FRONT,,,,,
138,4.600139563106796,FRONT,,,,,
139,4.63347390776699,FRONT,,,,,
140,4.6668082524271846,FRONT,,,,,
141,4.700142597087378,FRONT,,,,,
142,4.733476941747573,FRONT,,,,,
143,4.7668112864077665,FRONT,,,,,
144,4.800145631067961,FRONT,,,,,
145,4.833479975728156,FRONT,,,,,
146,4.866814320388349,FRONT,,,,,
147,4.900148665048544,FRONT,,,,,
148,4.933483009708738,FRONT,,,,,
149,4.966817354368932,FRONT,,,,,
150,5.000151699029126,FRONT,,,,,
151,5.0334860436893205,FRONT,,,,,
152,5.066820388349514,FRONT,,,,,
153,5.100154733009709,FRONT,,,,,
154,5.1334890776699025,FRONT,,,,,
155,5.166823422330097,FRONT,,,,,
156,5.200157766990292,FRONT,,,,,
157,5.233492111650485,FRONT,,,,,
158,5.26682645631068,FRONT,,,,,
159,5.300160800970874,FRONT,,,,,
160,5.333495145631068,FRONT,,,,,
161,5.366829490291262,FRONT,,,,,
162,5.4001638349514565,FRONT,,,,,
163,5.43349817961165,FRONT,,,,,
164,5.466832524271845,FRONT,,,,,
165,5.500166868932038,FRONT,,,,,
166,5.533501213592233,FRONT,,,,,
167,5.566835558252427,FRONT,,,,,
168,5.600169902912621,FRONT,,,,,
169,5.633504247572816,FRONT,,,,,
170,5.66683859223301,FRONT,,,,,
171,5.700172936893204,FRONT,,,,,
172,5.733507281553398,FRONT,,,,,
173,5.766841626213592,FRONT,,,,,
174,5.800175970873786,FRONT,,,,,
175,5.833510315533981,FRONT,,,,,
176,5.866844660194174,FRONT,,,,,
177,5.900179004854369,FRONT,,,,,
178,5.933513349514563,FRONT,,,,,
179,5.966847694174757,FRONT,,,,,
180,6.000182038834952,FRONT,,,,,
181,6.0335163834951455,FRONT,,,,,
182,6.06685072815534,FRONT,,,,,
183,6.100185072815534,FRONT,,,,,
184,6.133519417475728,FRONT,,,,,
185,6.166853762135922,FRONT,,,,,
186,6.200188106796117,FRONT,,,,,
187,6.23352245145631,FRONT,,,,,
188,6.266856796116505,FRONT,,,,,
189,6.300191140776699,FRONT,,,,,
190,6.333525485436893,FRONT,,,,,
191,6.366859830097087,FRONT,,,,,
192,6.4001941747572815,FRONT,,,,,
193,6.433528519417476,FRONT,,,,,
194,6.46686286407767,FRONT,,,,,
195,6.500197208737864,FRONT,,,,,
196,6.533531553398058,FRONT,,,,,
197,6.566865898058253,FRONT,,,,,
198,6.600200242718446,FRONT,,,,,
199,6.633534587378641,FRONT,,,,,
200,6.666868932038835,FRONT,,,,,
201,6.700203276699029,FRONT,,,,,
202,6.733537621359223,FRONT,,,,,
203,6.766871966019417,FRONT,,,,,
204,6.800206310679612,FRONT,,,,,
205,6.833540655339806,FRONT,,,,,
206,6.866875,FRONT,,,,,
207,6.900209344660194,FRONT,,,,,
208,6.933543689320389,FRONT,,,,,
209,6.966878033980582,FRONT,,,,,
210,7.000212378640777,FRONT,,,,,
211,7.0335467233009705,FRONT,,,,,
212,7.066881067961165,FRONT,,,,,
213,7.100215412621359,FRONT,,,,,
214,7.133549757281553,FRONT,,,,,
215,7.166884101941747,FRONT,,,,,
216,7.200218446601942,FRONT,,,,,
217,7.233552791262136,FRONT,,,,,
218,7.26688713592233,FRONT,,,,,
219,7.3002214805825245,FRONT,,,,,
220,7.333555825242718,FRONT,,,,,
221,7.366890169902913,FRONT,,,,,
222,7.4002245145631065,FRONT,,,,,
223,7.433558859223301,FRONT,,,,,
224,7.466893203883495,FRONT,,,,,
225,7.500227548543689,FRONT,,,,,
226,7.533561893203883,FRONT,,,,,
227,7.566896237864078,FRONT,,,,,
228,7.600230582524272,FRONT,,,,,
229,7.633564927184466,FRONT,,,,,
230,7.6668992718446605,FRONT,,,,,
231,7.700233616504854,FRONT,,,,,
232,7.733567961165049,FRONT,,,,,
233,7.766902305825242,FRONT,,,,,
234,7.800236650485437,FRONT,,,,,
235,7.833570995145631,FRONT,,,,,
236,7.866905339805825,FRONT,,,,,
237,7.900239684466019,FRONT,,,,,
238,7.933574029126214,FRONT,,,,,
239,7.966908373786407,FRONT,,,,,
240,8.000242718446602,FRONT,,,,,
241,8.033577063106796,FRONT,,,,,
242,8.066911407766991,FRONT,,,,,
243,8.100245752427185,FRONT,,,,,
244,8.133580097087378,FRONT,,,,,
245,8.166914441747572,FRONT,,,,,
246,8.200248786407768,FRONT,,,,,
247,8.233583131067961,FRONT,,,,,
248,8.266917475728155,FRONT,,,,,
249,8.300251820388349,FRONT,,,,,
250,8.333586165048544,FRONT,,,,,
251,8.366920509708738,FRONT,,,,,
252,8.400254854368931,FRONT,,,,,
253,8.433589199029127,FRONT,,,,,
254,8.46692354368932,FRONT,,,,,
255,8.500257888349514,FRONT,,,,,
256,8.533592233009708,FRONT,,,,,
257,8.566926577669904,FRONT,,,,,
258,8.600260922330097,FRONT,,,,,
259,8.633595266990291,FRONT,,,,,
260,8.666929611650485,FRONT,,,,,
261,8.70026395631068,FRONT,,,,,
262,8.733598300970874,FRONT,,,,,
263,8.766932645631067,FRONT,,,,,
264,8.800266990291263,FRONT,,,,,
265,8.833601334951457,FRONT,,,,,
266,8.86693567961165,FRONT,,,,,
267,8.900270024271844,FRONT,,,,,
268,8.93360436893204,FRONT,,,,,
269,8.966938713592233,FRONT,,,,,
270,9.000273058252427,FRONT,,,,,
271,9.03360740291262,FRONT,,,,,
272,9.066941747572816,FRONT,,,,,
273,9.10027609223301,FRONT,,,,,
274,9.133610436893203,FRONT,,,,,
275,9.166944781553397,FRONT,,,,,
276,9.200279126213593,FRONT,,,,,
277,9.233613470873786,FRONT,,,,,
278,9.26694781553398,FRONT,,,,,
279,9.300282160194175,FRONT,,,,,
280,9.333616504854369,FRONT,,,,,
281,9.366950849514563,FRONT,,,,,
282,9.400285194174756,FRONT,,,,,
283,9.433619538834952,FRONT,,,,,
284,9.466953883495146,FRONT,,,,,
285,9.50028822815534,FRONT,,,,,
286,9.533622572815533,FRONT,,,,,
287,9.566956917475729,FRONT,,,,,
288,9.600291262135922,FRONT,,,,,
289,9.633625606796116,FRONT,,,,,
290,9.666959951456311,FRONT,,,,,
291,9.700294296116505,FRONT,,,,,
292,9.733628640776699,FRONT,,,,,
293,9.766962985436892,FRONT,,,,,
294,9.800297330097088,FRONT,,,,,
295,9.833631674757282,FRONT,,,,,
296,9.866966019417475,FRONT,,,,,
297,9.900300364077669,FRONT,,,,,
298,9.933634708737864,FRONT,,,,,
299,9.966969053398058,FRONT,,,,,
300,10.000303398058252,FRONT,,,,,
301,10.033637742718447,FRONT,,,,,
302,10.066972087378641,FRONT,,,,,
303,10.100306432038835,FRONT,,,,,
304,10.133640776699028,FRONT,,,,,
305,10.166975121359224,FRONT,,,,,
306,10.200309466019418,FRONT,,,,,
307,10.233643810679611,FRONT,,,,,
308,10.266978155339805,FRONT,,,,,
309,10.3003125,FRONT,,,,,
310,10.333646844660194,FRONT,,,,,
311,10.366981189320388,FRONT,,,,,
312,10.400315533980583,FRONT,,,,,
313,10.433649878640777,FRONT,,,,,
314,10.46698422330097,FRONT,,,,,
315,10.500318567961164,FRONT,,,,,
316,10.53365291262136,FRONT,,,,,
317,10.566987257281554,FRONT,,,,,
318,10.600321601941747,FRONT,,,,,
319,10.633655946601941,FRONT,,,,,
320,10.666990291262136,FRONT,,,,,
321,10.70032463592233,FRONT,,,,,
322,10.733658980582524,FRONT,,,,,
323,10.766993325242717,FRONT,,,,,
324,10.800327669902913,FRONT,,,,,
325,10.833662014563107,FRONT,,,,,
326,10.8669963592233,FRONT,,,,,
327,10.900330703883496,FRONT,,,,,
328,10.93366504854369,FRONT,,,,,
329,10.966999393203883,FRONT,,,,,
330,11.000333737864077,FRONT,,,,,
331,11.033668082524272,FRONT,,,,,
332,11.067002427184466,FRONT,,,,,
333,11.10033677184466,FRONT,,,,,
334,11.133671116504853,FRONT,,,,,
335,11.167005461165049,FRONT,,,,,
336,11.200339805825243,FRONT,,,,,
337,11.233674150485436,FRONT,,,,,
338,11.267008495145632,FRONT,,,,,
339,11.300342839805825,FRONT,,,,,
340,11.33367718446602,FRONT,,,,,
341,11.367011529126213,FRONT,,,,,
342,11.400345873786408,FRONT,,,,,
343,11.433680218446602,FRONT,,,,,
344,11.467014563106796,FRONT,,,,,
345,11.50034890776699,FRONT,,,,,
346,11.533683252427185,FRONT,,,,,
347,11.567017597087379,FRONT,,,,,
348,11.600351941747572,FRONT,,,,,
349,11.633686286407768,FRONT,,,,,
350,11.667020631067961,FRONT,,,,,
351,11.700354975728155,FRONT,,,,,
352,11.733689320388349,FRONT,,,,,
353,11.767023665048544,FRONT,,,,,
354,11.800358009708738,FRONT,,,,,
355,11.833692354368932,FRONT,,,,,
356,11.867026699029125,FRONT,,,,,
357,11.90036104368932,FRONT,,,,,
358,11.933695388349514,FRONT,,,,,
359,11.967029733009708,FRONT,,,,,
360,12.000364077669904,FRONT,,,,,
361,12.033698422330097,FRONT,,,,,
362,12.067032766990291,FRONT,,,,,
363,12.100367111650485,FRONT,,,,,
364,12.13370145631068,FRONT,,,,,
365,12.167035800970874,FRONT,,,,,
366,12.200370145631068,FRONT,,,,,
367,12.233704490291261,FRONT,,,,,
368,12.267038834951457,FRONT,,,,,
369,12.30037317961165,FRONT,,,,,
370,12.333707524271844,FRONT,,,,,
371,12.367041868932038,FRONT,,,,,
372,12.400376213592233,FRONT,,,,,
373,12.433710558252427,FRONT,,,,,
374,12.46704490291262,FRONT,,,,,
375,12.500379247572816,FRONT,,,,,
376,12.53371359223301,FRONT,,,,,
377,12.567047936893204,FRONT,,,,,
378,12.600382281553397,FRONT,,,,,
379,12.633716626213593,FRONT,,,,,
380,12.667050970873786,FRONT,,,,,
381,12.70038531553398,FRONT,,,,,
382,12.733719660194174,FRONT,,,,,
383,12.76705400485437,FRONT,,,,,
384,12.800388349514563,FRONT,,,,,
385,12.833722694174757,FRONT,,,,,
386,12.867057038834952,FRONT,,,,,
387,12.900391383495146,FRONT,,,,,
388,12.93372572815534,FRONT,,,,,
389,12.967060072815533,FRONT,,,,,
390,13.000394417475729,FRONT,,,,,
391,13.033728762135922,FRONT,,,,,
392,13.067063106796116,FRONT,,,,,
393,13.10039745145631,FRONT,,,,,
394,13.133731796116505,FRONT,,,,,
395,13.167066140776699,FRONT,,,,,
396,13.200400485436893,FRONT,,,,,
397,13.233734830097088,FRONT,,,,,
398,13.267069174757282,FRONT,,,,,
399,13.300403519417475,FRONT,,,,,
400,13.33373786407767,FRONT,,,,,
401,13.367072208737865,FRONT,,,,,
402,13.400406553398058,FRONT,,,,,
403,13.433740898058252,FRONT,,,,,
404,13.467075242718446,FRONT,,,,,
405,13.500409587378641,FRONT,,,,,
406,13.533743932038835,FRONT,,,,,
407,13.567078276699029,FRONT,,,,,
408,13.600412621359224,FRONT,,,,,
409,13.633746966019418,FRONT,,,,,
410,13.667081310679611,FRONT,,,,,
411,13.700415655339805,FRONT,,,,,
412,13.73375,FRONT,,,,,
413,13.767084344660194,FRONT,,,,,
414,13.800418689320388,FRONT,,,,,
415,13.833753033980582,FRONT,,,,,
416,13.867087378640777,FRONT,,,,,
417,13.90042172330097,FRONT,,,,,
418,13.933756067961165,FRONT,,,,,
419,13.967090412621358,FRONT,,,,,
420,14.000424757281554,FRONT,,,,,
421,14.033759101941747,FRONT,,,,,
422,14.067093446601941,FRONT,,,,,
423,14.100427791262137,FRONT,,,,,
424,14.13376213592233,FRONT,,,,,
425,14.167096480582524,FRONT,,,,,
426,14.200430825242718,FRONT,,,,,
427,14.233765169902913,FRONT,,,,,
428,14.267099514563107,FRONT,,,,,
429,14.3004338592233,FRONT,,,,,
430,14.333768203883494,FRONT,,,,,
431,14.36710254854369,FRONT,,,,,
432,14.400436893203883,FRONT,,,,,
433,14.433771237864077,FRONT,,,,,
434,14.467105582524272,FRONT,,,,,
435,14.500439927184466,FRONT,,,,,
436,14.53377427184466,FRONT,,,,,
437,14.567108616504854,FRONT,,,,,
438,14.600442961165049,FRONT,,,,,
439,14.633777305825243,FRONT,,,,,
440,14.667111650485436,FRONT,,,,,
441,14.70044599514563,FRONT,,,,,
442,14.733780339805826,FRONT,,,,,
443,14.76711468446602,FRONT,,,,,
444,14.800449029126213,FRONT,,,,,
445,14.833783373786408,FRONT,,,,,
446,14.867117718446602,FRONT,,,,,
447,14.900452063106796,FRONT,,,,,
448,14.93378640776699,FRONT,,,,,
449,14.967120752427185,FRONT,,,,,
450,15.000455097087379,FRONT,,,,,
451,15.033789441747572,FRONT,,,,,
452,15.067123786407766,FRONT,,,,,
453,15.100458131067962,FRONT,,,,,
454,15.133792475728155,FRONT,,,,,
455,15.167126820388349,FRONT,,,,,
456,15.200461165048544,FRONT,,,,,
457,15.233795509708738,FRONT,,,,,
458,15.267129854368932,FRONT,,,,,
459,15.300464199029125,FRONT,,,,,
460,15.333798543689321,FRONT,,,,,
461,15.367132888349515,FRONT,,,,,
462,15.400467233009708,FRONT,,,,,
463,15.433801577669902,FRONT,,,,,
464,15.467135922330097,FRONT,,,,,
465,15.500470266990291,FRONT,,,,,
466,15.533804611650485,FRONT,,,,,
467,15.567138956310679,FRONT,,,,,
468,15.600473300970874,FRONT,,,,,
469,15.633807645631068,FRONT,,,,,
470,15.667141990291261,FRONT,,,,,
471,15.700476334951457,FRONT,,,,,
472,15.73381067961165,FRONT,,,,,
473,15.767145024271844,FRONT,,,,,
474,15.800479368932038,FRONT,,,,,
475,15.833813713592233,FRONT,,,,,
476,15.867148058252427,FRONT,,,,,
477,15.90048240291262,FRONT,,,,,
478,15.933816747572815,FRONT,,,,,
479,15.96715109223301,FRONT,,,,,
480,16.000485436893204,FRONT,,,,,
481,16.033819781553397,FRONT,,,,,
482,16.06715412621359,FRONT,,,,,
483,16.100488470873785,FRONT,,,,,
484,16.133822815533982,FRONT,,,,,
485,16.167157160194176,FRONT,,,,,
486,16.20049150485437,FRONT,,,,,
487,16.233825849514563,FRONT,,,,,
488,16.267160194174757,FRONT,,,,,
489,16.30049453883495,FRONT,,,,,
490,16.333828883495144,FRONT,,,,,
491,16.36716322815534,FRONT,,,,,
492,16.400497572815535,FRONT,,,,,
493,16.43383191747573,FRONT,,,,,
494,16.467166262135922,FRONT,,,,,
495,16.500500606796116,FRONT,,,,,
496,16.53383495145631,FRONT,,,,,
497,16.567169296116504,FRONT,,,,,
498,16.600503640776697,FRONT,,,,,
499,16.633837985436895,FRONT,,,,,
500,16.667172330097088,FRONT,,,,,
501,16.700506674757282,FRONT,,,,,
502,16.733841019417476,FRONT,,,,,
503,16.76717536407767,FRONT,,,,,
504,16.800509708737863,FRONT,,,,,
505,16.833844053398057,FRONT,,,,,
506,16.867178398058254,FRONT,,,,,
507,16.900512742718448,FRONT,,,,,
508,16.93384708737864,FRONT,,,,,
509,16.967181432038835,FRONT,,,,,
510,17.00051577669903,FRONT,,,,,
511,17.033850121359222,FRONT,,,,,
512,17.067184466019416,FRONT,,,,,
513,17.10051881067961,FRONT,,,,,
514,17.133853155339807,FRONT,,,,,
515,17.1671875,FRONT,,,,,
516,17.200521844660194,FRONT,,,,,
517,17.233856189320388,FRONT,,,,,
518,17.267190533980582,FRONT,,,,,
519,17.300524878640775,FRONT,,,,,
520,17.33385922330097,FRONT,,,,,
521,17.367193567961166,FRONT,,,,,
522,17.40052791262136,FRONT,,,,,
523,17.433862257281554,FRONT,,,,,
524,17.467196601941748,FRONT,,,,,
525,17.50053094660194,FRONT,,,,,
526,17.533865291262135,FRONT,,,,,
527,17.56719963592233,FRONT,,,,,
528,17.600533980582526,FRONT,,,,,
529,17.63386832524272,FRONT,,,,,
530,17.667202669902913,FRONT,,,,,
531,17.700537014563107,FRONT,,,,,
532,17.7338713592233,FRONT,,,,,
533,17.767205703883494,FRONT,,,,,
534,17.800540048543688,FRONT,,,,,
535,17.83387439320388,FRONT,,,,,
536,17.86720873786408,FRONT,,,,,
537,17.900543082524273,FRONT,,,,,
538,17.933877427184466,FRONT,,,,,
539,17.96721177184466,FRONT,,,,,
540,18.000546116504854,FRONT,,,,,
541,18.033880461165047,FRONT,,,,,
542,18.06721480582524,FRONT,,,,,
543,18.10054915048544,FRONT,,,,,
544,18.133883495145632,FRONT,,,,,
545,18.167217839805826,FRONT,,,,,
546,18.20055218446602,FRONT,,,,,
547,18.233886529126213,FRONT,,,,,
548,18.267220873786407,FRONT,,,,,
549,18.3005552184466,FRONT,,,,,
550,18.333889563106794,FRONT,,,,,
551,18.36722390776699,FRONT,,,,,
552,18.400558252427185,FRONT,,,,,
553,18.43389259708738,FRONT,,,,,
554,18.467226941747573,FRONT,,,,,
555,18.500561286407766,FRONT,,,,,
556,18.53389563106796,FRONT,,,,,
557,18.567229975728154,FRONT,,,,,
558,18.60056432038835,FRONT,,,,,
559,18.633898665048545,FRONT,,,,,
560,18.667233009708738,FRONT,,,,,
561,18.700567354368932,FRONT,,,,,
562,18.733901699029126,FRONT,,,,,
563,18.76723604368932,FRONT,,,,,
564,18.800570388349513,FRONT,,,,,
565,18.83390473300971,FRONT,,,,,
566,18.867239077669904,FRONT,,,,,
567,18.900573422330098,FRONT,,,,,
568,18.93390776699029,FRONT,,,,,
569,18.967242111650485,FRONT,,,,,
570,19.00057645631068,FRONT,,,,,
571,19.033910800970872,FRONT,,,,,
572,19.067245145631066,FRONT,,,,,
573,19.100579490291263,FRONT,,,,,
574,19.133913834951457,FRONT,,,,,
575,19.16724817961165,FRONT,,,,,
576,19.200582524271844,FRONT,,,,,
577,19.233916868932038,FRONT,,,,,
578,19.267251213592232,FRONT,,,,,
579,19.300585558252425,FRONT,,,,,
580,19.333919902912623,FRONT,,,,,
581,19.367254247572816,FRONT,,,,,
582,19.40058859223301,FRONT,,,,,
583,19.433922936893204,FRONT,,,,,
584,19.467257281553398,FRONT,,,,,
585,19.50059162621359,FRONT,,,,,
586,19.533925970873785,FRONT,,,,,
587,19.567260315533982,FRONT,,,,,
588,19.600594660194176,FRONT,,,,,
589,19.63392900485437,FRONT,,,,,
590,19.667263349514563,FRONT,,,,,
591,19.700597694174757,FRONT,,,,,
592,19.73393203883495,FRONT,,,,,
593,19.767266383495144,FRONT,,,,,
594,19.800600728155338,FRONT,,,,,
595,19.833935072815535,FRONT,,,,,
596,19.86726941747573,FRONT,,,,,
597,19.900603762135923,FRONT,,,,,
598,19.933938106796116,FRONT,,,,,
599,19.96727245145631,FRONT,,,,,
600,20.000606796116504,FRONT,,,,,
601,20.033941140776697,FRONT,,,,,
602,20.067275485436895,FRONT,,,,,
603,20.10060983009709,FRONT,,,,,
604,20.133944174757282,FRONT,,,,,
605,20.167278519417476,FRONT,,,,,
606,20.20061286407767,FRONT,,,,,
607,20.233947208737863,FRONT,,,,,
608,20.267281553398057,FRONT,,,,,
609,20.30061589805825,FRONT,,,,,
610,20.333950242718448,FRONT,,,,,
611,20.36728458737864,FRONT,,,,,
612,20.400618932038835,FRONT,,,,,
613,20.43395327669903,FRONT,,,,,
614,20.467287621359223,FRONT,,,,,
615,20.500621966019416,FRONT,,,,,
616,20.53395631067961,FRONT,,,,,
617,20.567290655339807,FRONT,,,,,
618,20.600625,FRONT,,,,,
619,20.633959344660195,FRONT,,,,,
620,20.66729368932039,FRONT,,,,,
621,20.700628033980582,FRONT,,,,,
622,20.733962378640776,FRONT,,,,,
623,20.76729672330097,FRONT,,,,,
624,20.800631067961167,FRONT,,,,,
625,20.83396541262136,FRONT,,,,,
626,20.867299757281554,FRONT,,,,,
627,20.900634101941748,FRONT,,,,,
628,20.93396844660194,FRONT,,,,,
629,20.967302791262135,FRONT,,,,,
630,21.00063713592233,FRONT,,,,,
631,21.033971480582522,FRONT,,,,,
632,21.06730582524272,FRONT,,,,,
633,21.100640169902913,FRONT,,,,,
634,21.133974514563107,FRONT,,,,,
635,21.1673088592233,FRONT,,,,,
636,21.200643203883494,FRONT,,,,,
637,21.233977548543688,FRONT,,,,,
638,21.267311893203882,FRONT,,,,,
639,21.30064623786408,FRONT,,,,,
640,21.333980582524273,FRONT,,,,,
641,21.367314927184466,RIGHT,36.500541417613654,4.3693073806488485,2.19289558156774,21.630886836517924,-27.230226173036257
642,21.40064927184466,RIGHT,33.530895638865246,4.321103737311034,4.398705197539755,30.5297068185198,-38.74248671098786
643,21.433983616504854,RIGHT,35.995315962459415,1.8691486993176056,5.738768154265983,39.40066066347943,-48.66088219464396
644,21.467317961165048,RIGHT,33.64397278169362,1.5125894619819746,9.412362232748762,54.46232220802562,-66.43845465220843
645,21.50065230582524,RIGHT,33.146995832259506,1.0156125125790822,11.338916902764197,68.19859051364818,-54.29590339941262
646,21.533986650485435,RIGHT,37.9462248696109,1.6485600249615402,13.267474176736954,37.184706453233126,-22.32609200530584
647,21.567320995145632,RIGHT,33.19756491628669,6.165285154851631,18.746821150056746,27.51200351358601,-10.25304983599122
